distance_horizontal,distance_path,distance_vertical,duration,end_location_lat,end_location_lng,mode,start_location_lat,start_location_lng
2920.0,4450.0,-22.488067626953125,748.0,48.5257353,9.091468299999999,driving,48.52028079999999,9.0528069
3049.0,4545.0,-23.45245361328125,767.0,48.5276734,9.0925598,driving,48.52028079999999,9.0528069
3087.0,4488.0,-19.3079833984375,811.0,48.5292843,9.092336,driving,48.52028079999999,9.0528069
3110.0,4297.0,34.6744384765625,760.0,48.530412,9.0920468,driving,48.52028079999999,9.0528069
3191.0,4396.0,43.114105224609375,765.0,48.53115,9.0927848,driving,48.52028079999999,9.0528069
3277.0,4857.0,49.23880004882818,825.0,48.5326418,9.0930806,driving,48.52028079999999,9.0528069
3319.0,4666.0,53.03021240234375,772.0,48.5340309,9.092696300000002,driving,48.52028079999999,9.0528069
3401.0,4515.0,51.85858154296875,740.0,48.535348,9.092875399999999,driving,48.52028079999999,9.0528069
3470.0,4475.0,57.1455078125,761.0,48.53673089999999,9.092735,driving,48.52028079999999,9.0528069
3444.0,4436.0,57.69183349609375,750.0,48.5368249,9.092226,driving,48.52028079999999,9.0528069
3612.0,4608.0,87.72183227539057,732.0,48.5396324,9.0920768,driving,48.52028079999999,9.0528069
3681.0,4687.0,94.83615112304688,729.0,48.5405577,9.0922042,driving,48.52028079999999,9.0528069
3786.0,4849.0,102.07791137695318,744.0,48.54184739999999,9.0924661,driving,48.52028079999999,9.0528069
3893.0,4986.0,109.50399780273438,755.0,48.54305009999999,9.0928446,driving,48.52028079999999,9.0528069
4004.0,5128.0,113.74887084960938,762.0,48.5443054,9.0931942,driving,48.52028079999999,9.0528069
4115.0,5267.0,116.35147094726557,770.0,48.5455356,9.0935239,driving,48.52028079999999,9.0528069
3902.0,7751.0,108.78399658203125,976.0,48.4949993,9.089435800000002,driving,48.52028079999999,9.0528069
3791.0,8345.0,107.80010986328125,887.0,48.4974529,9.0909198,driving,48.52028079999999,9.0528069
3756.0,8333.0,106.11676025390625,879.0,48.4977055,9.090624,driving,48.52028079999999,9.0528069
3641.0,8182.0,103.27078247070318,855.0,48.4991181,9.090406,driving,48.52028079999999,9.0528069
3545.0,8381.0,101.67184448242188,896.0,48.5004393,9.0903545,driving,48.52028079999999,9.0528069
3545.0,8381.0,101.67184448242188,896.0,48.5004393,9.0903545,driving,48.52028079999999,9.0528069
3545.0,8381.0,101.67184448242188,896.0,48.5004393,9.0903545,driving,48.52028079999999,9.0528069
3545.0,8381.0,101.67184448242188,896.0,48.5004393,9.0903545,driving,48.52028079999999,9.0528069
3196.0,5476.0,43.27532958984375,675.0,48.5102829,9.0933701,driving,48.52028079999999,9.0528069
3089.0,5369.0,36.86126708984375,670.0,48.5106043,9.0920018,driving,48.52028079999999,9.0528069
3027.0,5306.0,32.739501953125,668.0,48.51071719999999,9.0911709,driving,48.52028079999999,9.0528069
3001.0,5279.0,30.5936279296875,666.0,48.5107525,9.0908073,driving,48.52028079999999,9.0528069
2982.0,5261.0,29.97943115234375,666.0,48.5107744,9.0905559,driving,48.52028079999999,9.0528069
2972.0,5626.0,15.6424560546875,846.0,48.511275,9.090679699999999,driving,48.52028079999999,9.0528069
2769.0,5342.0,-8.70611572265625,811.0,48.5126066,9.0884576,driving,48.52028079999999,9.0528069
2699.0,5324.0,-17.118896484375,727.0,48.51536530000001,9.0885778,driving,48.52028079999999,9.0528069
2704.0,5395.0,-19.552703857421818,731.0,48.5159761,9.088830999999999,driving,48.52028079999999,9.0528069
2777.0,5452.0,-20.231414794921818,692.0,48.5174913,9.090158299999999,driving,48.52028079999999,9.0528069
2830.0,6136.0,-20.244659423828125,799.0,48.5183203,9.090999,driving,48.52028079999999,9.0528069
2783.0,5466.0,-19.09442138671875,831.0,48.519813,9.090467199999999,driving,48.52028079999999,9.0528069
2790.0,5485.0,-20.92083740234375,773.0,48.5211469,9.0905588,driving,48.52028079999999,9.0528069
2811.0,5070.0,-22.577789306640625,861.0,48.5222604,9.0907473,driving,48.52028079999999,9.0528069
2812.0,5158.0,-22.660308837890625,879.0,48.5237319,9.090516299999999,driving,48.52028079999999,9.0528069
2920.0,4450.0,-22.488067626953125,748.0,48.5257353,9.091468299999999,driving,48.52028079999999,9.0528069
2878.0,4361.0,-20.36785888671875,739.0,48.5263469,9.0906824,driving,48.52028079999999,9.0528069
2892.0,4313.0,-21.10797119140625,758.0,48.5276723,9.090348299999999,driving,48.52028079999999,9.0528069
2952.0,4348.0,-20.33099365234375,772.0,48.5285759,9.0907707,driving,48.52028079999999,9.0528069
2986.0,4167.0,30.944549560546875,729.0,48.5299699,9.0905037,driving,48.52028079999999,9.0528069
3058.0,4362.0,50.26458740234375,761.0,48.5315619,9.0905696,driving,48.52028079999999,9.0528069
3120.0,4950.0,52.528778076171875,848.0,48.5327732,9.090622399999999,driving,48.52028079999999,9.0528069
3222.0,4753.0,54.37744140625,791.0,48.5338267,9.0913687,driving,48.52028079999999,9.0528069
3230.0,4174.0,49.15835571289057,746.0,48.5356902,9.0898843,driving,48.52028079999999,9.0528069
3315.0,4274.0,53.95108032226557,709.0,48.53637570000001,9.090581799999999,driving,48.52028079999999,9.0528069
3403.0,4368.0,71.73782348632818,709.0,48.5379649,9.0904127,driving,48.52028079999999,9.0528069
3520.0,4495.0,83.88858032226557,717.0,48.5389442,9.0913001,driving,48.52028079999999,9.0528069
3649.0,6705.0,92.78622436523438,942.0,48.5402509,9.092007599999999,driving,48.52028079999999,9.0528069
3758.0,4896.0,104.336669921875,756.0,48.5421639,9.0915879,driving,48.52028079999999,9.0528069
3775.0,5025.0,111.71475219726557,776.0,48.5431242,9.0906228,driving,48.52028079999999,9.0528069
3862.0,5305.0,119.00137329101557,840.0,48.5449028,9.0896879,driving,48.52028079999999,9.0528069
3966.0,5409.0,118.77581787109375,871.0,48.5455781,9.090669,driving,48.52028079999999,9.0528069
3867.0,7790.0,109.0604248046875,979.0,48.49532259999999,9.089245,driving,48.52028079999999,9.0528069
3734.0,7942.0,109.88864135742188,998.0,48.49663779999999,9.0886853,driving,48.52028079999999,9.0528069
3622.0,8386.0,108.80575561523438,888.0,48.4979066,9.0884226,driving,48.52028079999999,9.0528069
3530.0,8352.0,106.43984985351557,887.0,48.4991736,9.0884894,driving,48.52028079999999,9.0528069
3468.0,8402.0,101.89422607421875,906.0,48.50000989999999,9.088483300000002,driving,48.52028079999999,9.0528069
3501.0,8352.0,102.59817504882818,893.0,48.5000532,9.0891178,driving,48.52028079999999,9.0528069
3545.0,8381.0,101.67184448242188,896.0,48.5004393,9.0903545,driving,48.52028079999999,9.0528069
3545.0,8381.0,101.67184448242188,896.0,48.5004393,9.0903545,driving,48.52028079999999,9.0528069
2922.0,5199.0,25.4588623046875,663.0,48.51084849999999,9.0897265,driving,48.52028079999999,9.0528069
2911.0,5187.0,24.792755126953182,662.0,48.5108677,9.0895717,driving,48.52028079999999,9.0528069
2896.0,5173.0,24.004302978515568,662.0,48.5108958,9.0893775,driving,48.52028079999999,9.0528069
2862.0,5138.0,21.658905029296875,660.0,48.51098169999999,9.088927199999999,driving,48.52028079999999,9.0528069
2837.0,5114.0,19.9952392578125,659.0,48.5110697,9.088619399999999,driving,48.52028079999999,9.0528069
2806.0,5389.0,-2.452545166015625,817.0,48.5122553,9.0888124,driving,48.52028079999999,9.0528069
2729.0,5295.0,-12.822052001953125,802.0,48.512916,9.0880461,driving,48.52028079999999,9.0528069
2670.0,5266.0,-17.7554931640625,724.0,48.5149713,9.0880578,driving,48.52028079999999,9.0528069
2697.0,4802.0,-19.552703857421818,655.0,48.515935,9.0887297,driving,48.52028079999999,9.0528069
2653.0,6365.0,-15.7484130859375,810.0,48.5173618,9.0884474,driving,48.52028079999999,9.0528069
2631.0,5372.0,-18.825897216796818,805.0,48.5186071,9.0883393,driving,48.52028079999999,9.0528069
2619.0,5249.0,-19.19171142578125,766.0,48.5197362,9.0882548,driving,48.52028079999999,9.0528069
2639.0,5282.0,-22.64697265625,898.0,48.5210508,9.0885097,driving,48.52028079999999,9.0528069
2635.0,5370.0,-23.316680908203125,919.0,48.52249260000001,9.088322,driving,48.52028079999999,9.0528069
2711.0,5278.0,-23.24542236328125,900.0,48.5230328,9.089275599999999,driving,48.52028079999999,9.0528069
2668.0,4569.0,-22.381103515625,763.0,48.5251994,9.0881591,driving,48.52028079999999,9.0528069
2694.0,4107.0,-20.184967041015625,709.0,48.5262292,9.0881642,driving,48.52028079999999,9.0528069
2766.0,4142.0,-21.20855712890625,706.0,48.5274141,9.088679,driving,48.52028079999999,9.0528069
2782.0,3976.0,-17.38873291015625,741.0,48.5285669,9.088342800000001,driving,48.52028079999999,9.0528069
2849.0,4018.0,25.999176025390568,700.0,48.5298143,9.0886116,driving,48.52028079999999,9.0528069
2923.0,5246.0,50.58914184570318,918.0,48.5315129,9.088577899999999,driving,48.52028079999999,9.0528069
2998.0,5133.0,47.540740966796875,890.0,48.5328372,9.088725,driving,48.52028079999999,9.0528069
3044.0,4202.0,26.718017578125,834.0,48.53394489999999,9.0885216,driving,48.52028079999999,9.0528069
3107.0,4041.0,50.09646606445318,686.0,48.5354654,9.088120499999999,driving,48.52028079999999,9.0528069
3227.0,7181.0,59.01931762695318,971.0,48.5364961,9.0890367,driving,48.52028079999999,9.0528069
3315.0,7084.0,65.26773071289057,965.0,48.5372435,9.0897092,driving,48.52028079999999,9.0528069
3438.0,4406.0,74.794189453125,711.0,48.53825339999999,9.090687299999999,driving,48.52028079999999,9.0528069
3590.0,4576.0,88.68841552734375,722.0,48.539608,9.0917476,driving,48.52028079999999,9.0528069
3775.0,5025.0,111.71475219726557,776.0,48.5431242,9.0906228,driving,48.52028079999999,9.0528069
3770.0,5136.0,115.57522583007818,797.0,48.5438233,9.0895394,driving,48.52028079999999,9.0528069
3768.0,5211.0,118.73550415039057,811.0,48.5442945,9.0888093,driving,48.52028079999999,9.0528069
3859.0,5302.0,119.00137329101557,839.0,48.5448847,9.0896622,driving,48.52028079999999,9.0528069
3722.0,7798.0,110.0496826171875,1006.0,48.4953109,9.0863423,driving,48.52028079999999,9.0528069
3617.0,8656.0,112.29434204101557,933.0,48.4968252,9.0867193,driving,48.52028079999999,9.0528069
3515.0,8726.0,112.2584228515625,944.0,48.4978388,9.0862999,driving,48.52028079999999,9.0528069
3409.0,8567.0,109.6566162109375,937.0,48.4991508,9.086239599999999,driving,48.52028079999999,9.0528069
3410.0,8602.0,107.9110107421875,942.0,48.4993345,9.0865099,driving,48.52028079999999,9.0528069
3468.0,8402.0,101.89422607421875,906.0,48.50000989999999,9.088483300000002,driving,48.52028079999999,9.0528069
3468.0,8402.0,101.89422607421875,906.0,48.50000989999999,9.088483300000002,driving,48.52028079999999,9.0528069
3468.0,8402.0,101.89422607421875,906.0,48.50000989999999,9.088483300000002,driving,48.52028079999999,9.0528069
2862.0,5138.0,21.658905029296875,660.0,48.51098169999999,9.088927199999999,driving,48.52028079999999,9.0528069
2860.0,5136.0,21.658905029296875,660.0,48.5109888,9.088902,driving,48.52028079999999,9.0528069
2835.0,5111.0,19.9952392578125,659.0,48.5110779,9.088591400000002,driving,48.52028079999999,9.0528069
2772.0,5047.0,16.167236328125,656.0,48.5113862,9.0878603,driving,48.52028079999999,9.0528069
2669.0,4943.0,9.338623046875,651.0,48.5117783,9.086587399999999,driving,48.52028079999999,9.0528069
2627.0,9134.0,1.5073547363281818,866.0,48.5121595,9.086202799999999,driving,48.52028079999999,9.0528069
2632.0,5185.0,-13.262786865234432,783.0,48.5127563,9.0865901,driving,48.52028079999999,9.0528069
2552.0,5131.0,-19.802276611328125,717.0,48.5147498,9.0863335,driving,48.52028079999999,9.0528069
2541.0,4795.0,-20.784027099609432,654.0,48.5157974,9.0865379,driving,48.52028079999999,9.0528069
2493.0,5073.0,-19.634368896484432,759.0,48.5172059,9.086230700000002,driving,48.52028079999999,9.0528069
2482.0,5745.0,-16.980712890625,749.0,48.5185358,9.086306100000002,driving,48.52028079999999,9.0528069
2472.0,5494.0,-22.03594970703125,935.0,48.5198605,9.086258899999999,driving,48.52028079999999,9.0528069
2464.0,5583.0,-21.567138671875,967.0,48.521251,9.086125299999999,driving,48.52028079999999,9.0528069
2538.0,5489.0,-23.18182373046875,946.0,48.5218003,9.0870914,driving,48.52028079999999,9.0528069
2483.0,5302.0,-21.005096435546818,768.0,48.5239688,9.0859655,driving,48.52028079999999,9.0528069
2565.0,4687.0,-21.426666259765625,777.0,48.5245124,9.086940799999999,driving,48.52028079999999,9.0528069
2557.0,3968.0,-20.637969970703125,672.0,48.5262883,9.0862258,driving,48.52028079999999,9.0528069
2568.0,3843.0,-19.715911865234432,698.0,48.5274645,9.0858501,driving,48.52028079999999,9.0528069
2648.0,3851.0,-11.0325927734375,708.0,48.5287731,9.086303599999999,driving,48.52028079999999,9.0528069
2640.0,3872.0,21.291290283203182,705.0,48.5301925,9.085285299999999,driving,48.52028079999999,9.0528069
2821.0,5290.0,49.496063232421875,928.0,48.5313632,9.0871692,driving,48.52028079999999,9.0528069
2838.0,4181.0,31.48846435546875,791.0,48.5325857,9.086468199999999,driving,48.52028079999999,9.0528069
2926.0,3864.0,31.512908935546875,677.0,48.5342048,9.0864195,driving,48.52028079999999,9.0528069
2965.0,4037.0,47.434051513671875,721.0,48.5349649,9.0863187,driving,48.52028079999999,9.0528069
3098.0,4103.0,61.03271484375,736.0,48.5361604,9.0872639,driving,48.52028079999999,9.0528069
2984.0,4391.0,72.22329711914057,795.0,48.5372723,9.0840727,driving,48.52028079999999,9.0528069
3006.0,4472.0,78.34561157226557,813.0,48.5379373,9.0836258,driving,48.52028079999999,9.0528069
3025.0,4641.0,81.4833984375,851.0,48.5391631,9.0822962,driving,48.52028079999999,9.0528069
3770.0,5148.0,116.07916259765625,799.0,48.5438986,9.0894227,driving,48.52028079999999,9.0528069
3768.0,5211.0,118.73550415039057,811.0,48.5442945,9.0888093,driving,48.52028079999999,9.0528069
3768.0,5211.0,118.73550415039057,811.0,48.5442945,9.0888093,driving,48.52028079999999,9.0528069
3768.0,5211.0,118.73550415039057,811.0,48.5442945,9.0888093,driving,48.52028079999999,9.0528069
3632.0,7888.0,111.89932250976557,1022.0,48.4959702,9.085634299999999,driving,48.52028079999999,9.0528069
3531.0,7992.0,113.00711059570318,1041.0,48.4967933,9.0849641,driving,48.52028079999999,9.0528069
3531.0,7992.0,113.00711059570318,1041.0,48.4967933,9.0849641,driving,48.52028079999999,9.0528069
3381.0,8637.0,111.04608154296875,951.0,48.4989934,9.0854743,driving,48.52028079999999,9.0528069
3381.0,8637.0,111.04608154296875,951.0,48.4989934,9.0854743,driving,48.52028079999999,9.0528069
3401.0,8582.0,107.97250366210938,939.0,48.49927020000001,9.0862555,driving,48.52028079999999,9.0528069
3404.0,8591.0,107.97250366210938,940.0,48.4993035,9.0863561,driving,48.52028079999999,9.0528069
3468.0,8402.0,101.89422607421875,906.0,48.50000989999999,9.088483300000002,driving,48.52028079999999,9.0528069
2299.0,4704.0,-8.720245361328125,709.0,48.5097387,9.0795716,driving,48.52028079999999,9.0528069
2299.0,4704.0,-8.720245361328125,709.0,48.5097387,9.0795716,driving,48.52028079999999,9.0528069
2462.0,4696.0,-4.6719970703125,638.0,48.5113941,9.0833246,driving,48.52028079999999,9.0528069
2473.0,4710.0,-3.993927001953125,639.0,48.5114197,9.0835124,driving,48.52028079999999,9.0528069
2494.0,4736.0,-2.042449951171818,640.0,48.5114786,9.083855999999999,driving,48.52028079999999,9.0528069
2496.0,4992.0,-15.2606201171875,763.0,48.5120102,9.0842203,driving,48.52028079999999,9.0528069
2540.0,5056.0,-14.388153076171818,769.0,48.5122626,9.0849992,driving,48.52028079999999,9.0528069
2386.0,4958.0,-19.537322998046818,707.0,48.5148514,9.084056,driving,48.52028079999999,9.0528069
2367.0,4949.0,-19.556121826171818,731.0,48.51594799999999,9.084176,driving,48.52028079999999,9.0528069
2341.0,4945.0,-19.822784423828125,738.0,48.5172316,9.0841674,driving,48.52028079999999,9.0528069
2319.0,4924.0,-20.315826416015625,751.0,48.5186031,9.0840999,driving,48.52028079999999,9.0528069
2360.0,5128.0,-20.136260986328125,774.0,48.5200019,9.084757699999999,driving,48.52028079999999,9.0528069
2317.0,4123.0,-15.493408203125,619.0,48.52110740000001,9.0841537,driving,48.52028079999999,9.0528069
2303.0,5088.0,-19.9642333984375,749.0,48.5227235,9.0837606,driving,48.52028079999999,9.0528069
2381.0,5182.0,-20.493743896484432,757.0,48.5232779,9.084717699999999,driving,48.52028079999999,9.0528069
2382.0,4020.0,-19.843536376953125,712.0,48.5248885,9.084298,driving,48.52028079999999,9.0528069
2419.0,4151.0,-19.6434326171875,711.0,48.526472,9.0841943,driving,48.52028079999999,9.0528069
2489.0,3902.0,-20.12274169921875,711.0,48.5273776,9.0847667,driving,48.52028079999999,9.0528069
2512.0,3688.0,-3.89898681640625,672.0,48.5289563,9.084208199999999,driving,48.52028079999999,9.0528069
2566.0,3788.0,10.61468505859375,683.0,48.5302204,9.0841548,driving,48.52028079999999,9.0528069
2615.0,3759.0,14.170196533203182,729.0,48.5314865,9.0839383,driving,48.52028079999999,9.0528069
2675.0,3757.0,8.7303466796875,704.0,48.5324319,9.084067899999999,driving,48.52028079999999,9.0528069
2769.0,3697.0,21.359893798828182,659.0,48.5336633,9.0844241,driving,48.52028079999999,9.0528069
2907.0,4184.0,55.01751708984375,750.0,48.5355767,9.0847283,driving,48.52028079999999,9.0528069
2949.0,4303.0,66.19537353515625,775.0,48.53654539999999,9.084341,driving,48.52028079999999,9.0528069
3002.0,4454.0,77.1395263671875,809.0,48.5377908,9.0837366,driving,48.52028079999999,9.0528069
3009.0,4556.0,81.0894775390625,832.0,48.53852140000001,9.0828996,driving,48.52028079999999,9.0528069
3058.0,4739.0,83.00701904296875,873.0,48.5399621,9.0817297,driving,48.52028079999999,9.0528069
3129.0,4871.0,86.63296508789057,903.0,48.5411153,9.081291799999999,driving,48.52028079999999,9.0528069
3208.0,5022.0,82.77362060546875,937.0,48.5424089,9.0806841,driving,48.52028079999999,9.0528069
3348.0,5824.0,78.139892578125,898.0,48.5441784,9.0803785,driving,48.52028079999999,9.0528069
3477.0,5657.0,77.78164672851557,862.0,48.5456819,9.0802523,driving,48.52028079999999,9.0528069
3727.0,7949.0,107.80599975585938,1016.0,48.4937653,9.083668,driving,48.52028079999999,9.0528069
3531.0,7992.0,113.00711059570318,1041.0,48.4967933,9.0849641,driving,48.52028079999999,9.0528069
3531.0,7992.0,113.00711059570318,1041.0,48.4967933,9.0849641,driving,48.52028079999999,9.0528069
3381.0,8637.0,111.04608154296875,951.0,48.4989934,9.0854743,driving,48.52028079999999,9.0528069
3381.0,8637.0,111.04608154296875,951.0,48.4989934,9.0854743,driving,48.52028079999999,9.0528069
3381.0,8637.0,111.04608154296875,951.0,48.4989934,9.0854743,driving,48.52028079999999,9.0528069
2638.0,5277.0,63.58010864257818,892.0,48.5018311,9.075258900000001,driving,48.52028079999999,9.0528069
2638.0,5277.0,63.58010864257818,892.0,48.5018311,9.075258900000001,driving,48.52028079999999,9.0528069
2299.0,4704.0,-8.720245361328125,709.0,48.5097387,9.0795716,driving,48.52028079999999,9.0528069
2299.0,4704.0,-8.720245361328125,709.0,48.5097387,9.0795716,driving,48.52028079999999,9.0528069
2299.0,4704.0,-8.720245361328125,709.0,48.5097387,9.0795716,driving,48.52028079999999,9.0528069
2292.0,4667.0,-11.3564453125,699.0,48.5100494,9.0797368,driving,48.52028079999999,9.0528069
2384.0,4623.0,-8.82806396484375,664.0,48.5111785,9.0820294,driving,48.52028079999999,9.0528069
2368.0,4834.0,-16.669830322265625,750.0,48.51174640000001,9.0821685,driving,48.52028079999999,9.0528069
2226.0,4717.0,-20.082305908203125,721.0,48.5138568,9.0813395,driving,48.52028079999999,9.0528069
2261.0,5153.0,-19.427520751953125,670.0,48.5144807,9.0821413,driving,48.52028079999999,9.0528069
2216.0,4708.0,-21.665618896484432,705.0,48.515959,9.082085,driving,48.52028079999999,9.0528069
2201.0,4641.0,-20.309326171875,686.0,48.5170157,9.0821884,driving,48.52028079999999,9.0528069
2214.0,4875.0,-20.4385986328125,762.0,48.5184905,9.0826605,driving,48.52028079999999,9.0528069
2172.0,5009.0,-20.131072998046818,779.0,48.5196796,9.0821996,driving,48.52028079999999,9.0528069
2127.0,4876.0,-19.1785888671875,726.0,48.5215027,9.0815443,driving,48.52028079999999,9.0528069
2204.0,3913.0,-23.949066162109432,608.0,48.5226058,9.0824339,driving,48.52028079999999,9.0528069
2193.0,3800.0,-18.963226318359432,675.0,48.5236984,9.0820402,driving,48.52028079999999,9.0528069
2223.0,3713.0,-18.8702392578125,669.0,48.5250152,9.0820426,driving,48.52028079999999,9.0528069
2245.0,3607.0,-18.230224609375,666.0,48.5263182,9.081802,driving,48.52028079999999,9.0528069
2295.0,3563.0,-19.033233642578125,642.0,48.527668,9.0818129,driving,48.52028079999999,9.0528069
2353.0,3552.0,-0.577056884765625,641.0,48.5287662,9.0819945,driving,48.52028079999999,9.0528069
