,distance_horizontal,distance_path,distance_vertical,distance_vertical_abs,distance_vertical_neg,distance_vertical_pos,duration,end_location_lat,end_location_lng,mode,start_location_lat,start_location_lng,isWalking,isBicycling,resid_combi_abs,resid_horiz
33,3649.0,4962.0,66.37841796875,66.37841796875,0.0,66.37841796875,829.0,48.5378661,9.094516400000002,driving,48.52028079999999,9.0528069,False,False,-138.08790948247508,-142.6515996302452
34,3702.0,4823.0,80.37274169921875,80.37274169921875,0.0,80.37274169921875,790.0,48.5390984,9.094156300000002,driving,48.52028079999999,9.0528069,False,False,-203.28678080166173,-195.76437978382228
35,3775.0,4821.0,89.83285522460938,89.83285522460938,0.0,89.83285522460938,788.0,48.5397772,9.094653,driving,48.52028079999999,9.0528069,False,False,-232.21816406723417,-217.20273735384364
36,3883.0,4909.0,104.3460693359375,104.3460693359375,0.0,104.3460693359375,743.0,48.5422835,9.093632300000001,driving,48.52028079999999,9.0528069,False,False,-317.5444253785106,-290.96085540264244
37,3982.0,5021.0,107.90591430664057,107.90591430664057,0.0,107.90591430664057,749.0,48.5432032,9.0942287,driving,48.52028079999999,9.0528069,False,False,-339.4226693089988,-311.3224636140412
38,4101.0,5149.0,110.40591430664057,110.40591430664057,0.0,110.40591430664057,756.0,48.5442073,9.095062599999999,driving,48.52028079999999,9.0528069,False,False,-364.27372594645544,-336.0096492418843
39,4139.0,5297.0,117.20034790039057,117.20034790039057,0.0,117.20034790039057,771.0,48.5458013,9.0936024,driving,48.52028079999999,9.0528069,False,False,-365.03681370445474,-331.1282463331281
40,4148.0,7832.0,104.95068359375,104.95068359375,0.0,104.95068359375,986.0,48.4944046,9.093247900000001,driving,48.52028079999999,9.0528069,False,False,-140.8449625466326,-118.52475617052801
41,3842.0,8336.0,104.8607177734375,104.8607177734375,0.0,104.8607177734375,884.0,48.497344,9.091688900000001,driving,48.52028079999999,9.0528069,False,False,-166.85382563466987,-139.04342169893175
42,3859.0,8351.0,102.97476196289057,102.97476196289057,0.0,102.97476196289057,872.0,48.497868700000005,9.092687,driving,48.52028079999999,9.0528069,False,False,-181.31199320500377,-155.5701625029094
43,3728.0,8008.0,98.97183227539057,98.97183227539057,0.0,98.97183227539057,829.0,48.4994958,9.092395,driving,48.52028079999999,9.0528069,False,False,-188.0825035378632,-163.6876304251998
44,3756.0,7939.0,97.94631958007818,97.94631958007818,0.0,97.94631958007818,824.0,48.49979520000001,9.093217999999998,driving,48.52028079999999,9.0528069,False,False,-199.07183838686763,-176.14343880822173
45,3781.0,7874.0,96.84881591796876,96.84881591796876,0.0,96.84881591796876,820.0,48.500082899999995,9.093972500000001,driving,48.52028079999999,9.0528069,False,False,-208.24984367873617,-186.8004105787769
46,3545.0,8381.0,101.67184448242188,101.67184448242188,0.0,101.67184448242188,896.0,48.5004393,9.0903545,driving,48.52028079999999,9.0528069,False,False,-78.20511716278884,-47.95859706473527
47,3545.0,8381.0,101.67184448242188,101.67184448242188,0.0,101.67184448242188,896.0,48.5004393,9.0903545,driving,48.52028079999999,9.0528069,False,False,-78.20511716278884,-47.95859706473527
48,3374.0,5654.0,53.54776000976557,53.54776000976557,0.0,53.54776000976557,683.0,48.5096083,9.0955632,driving,48.52028079999999,9.0528069,False,False,-203.90435632201786,-215.42491015413736
49,3297.0,5576.0,48.93255615234375,48.93255615234375,0.0,48.93255615234375,679.0,48.5099069,9.0946089,driving,48.52028079999999,9.0528069,False,False,-184.4992346588723,-198.92143710082723
50,3245.0,5524.0,45.8043212890625,45.8043212890625,0.0,45.8043212890625,677.0,48.51010220000001,9.093968400000001,driving,48.52028079999999,9.0528069,False,False,-170.682477633497,-187.07493581807228
